Date,Electricity_Consumption_kWh,Water_Consumption_m3,Tranche_1_Limit_kWh,Tranche_2_Limit_kWh,Tranche_3_Limit_kWh,Tranche_1_Price_MAD,Tranche_2_Price_MAD,Tranche_3_Price_MAD,Tranche_1_Water_Limit_m3,Tranche_2_Water_Limit_m3,Tranche_3_Water_Limit_m3,Water_Price_Tranche_1_MAD,Water_Price_Tranche_2_MAD,Water_Price_Tranche_3_MAD,Temperature_C,Humidity_%,Wind_Speed_m/s,Rainfall_mm
2022-01-15,212.63893540681735,25.08325769267406,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,19.05989490387383,48.54162979780151,4.0968442574457224,0.9860112289806353
2022-01-16,253.42347838924186,22.960426305873646,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,26.261119545645112,49.908603158283086,2.0217740199450716,2.6036100752810865
2022-01-17,242.1916667275542,18.742333676658863,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.311258599233415,38.32911231879945,2.6308253425199277,1.9848927844736286
2022-01-18,273.34728799401523,25.92918031384117,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,25.228075313927423,20.438066563658687,1.5921193220947094,2.3610482614983517
2022-01-19,302.54734732548525,21.82467122336804,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.000412641561475,66.10045778516137,5.381743559217414,2.468578007498497
2022-01-20,237.95907912745636,22.875527670391325,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.04059723845292,34.065104876766014,0.4676308223585144,1.4357812465885806
2022-01-21,281.111121417546,23.712326139949454,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,33.38740495123625,47.300721732283876,5.113059300812399,2.983234230737186
2022-01-22,248.53815509590385,21.869113870255056,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.23890384363194,29.217862028123836,3.030692639258465,3.2565157008157093
2022-01-23,282.4938964110636,25.57526692180575,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,13.681146133506786,68.19903562103016,3.219065879464523,1.6188769953987199
2022-01-24,276.8962968650389,22.416475854653893,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.178082058484108,76.09669939246362,2.0247791684480543,2.332939418697878
2022-01-25,235.6060133354622,24.329424828946703,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.941493130079195,44.02315067093333,1.672361944225731,0.0
2022-01-26,318.78687812060065,23.81232922045268,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.207821150902205,50.15022108234548,3.310302572485155,2.009290629294182
2022-01-27,317.7965600417058,19.045671321990092,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,25.790030932420546,65.95566007584168,3.5419399880913245,1.438270688770339
2022-01-28,301.0766723852032,19.225738212079197,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,21.789954581516884,55.095962301332456,2.529021503751159,1.624430171543696
2022-01-29,252.90646309491626,20.88822331472409,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.618364248601615,51.09436880756564,3.012301680357333,0.3648043025892289
2022-01-30,274.16349897230725,30.59419375337344,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,29.375465835238526,59.383081982700375,4.017870636865366,2.829755467835027
2022-01-31,262.370714023956,28.99944705626048,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.045694785914165,35.425580018876,7.119447364197349,1.0606268399697614
2022-02-01,264.2659656648199,23.07609697710739,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,33.749030304026654,64.687568758221,5.752198313823806,2.705561192835209
2022-02-02,233.05328756396653,30.796183611218797,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.39021166102829,43.226143780106035,6.445651650351143,2.0800726393911817
2022-02-03,293.9396604963217,22.284222694911993,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.57619773706635,43.1774771274982,5.163512001323266,1.3856031203244736
2022-02-04,272.78933752182036,19.84036296160305,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,29.554705002341016,66.51005213075294,5.383823984114482,1.8575719233685426
2022-02-05,368.52268248829347,23.051684537580602,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.07623793929389,36.87917416714748,2.1057237827771598,0.8480695153548463
2022-02-06,258.7490953976873,31.286839028738008,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,22.127697072936908,46.063704010926315,4.143968450841823,1.3248229556104858
2022-02-07,291.06241975450115,28.552665153491645,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.156729547824742,54.04205861186633,4.490533294689732,1.3688872110688663
2022-02-08,230.96595246303986,30.069456011892754,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,34.14942759193798,26.55489960323764,3.9231802184545232,1.2510822874101009
2022-02-09,269.83215113712595,26.660012678645238,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,20.686785347894357,30.595882655312174,2.9320655360819994,1.4572867823767628
2022-02-10,323.70415889950425,29.49251693807129,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.65118339968746,31.701158946057873,4.315780911974521,1.6154708106709639
2022-02-11,257.44378674094094,21.99207651444097,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,32.299600635869545,42.780546893249756,5.471098888775047,2.48989739698923
2022-02-12,275.21996582327614,20.96263348348927,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.961409210747615,48.05218582018317,5.538516326854604,2.250144418726622
2022-02-13,327.23080010768336,28.337139008912626,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.3048866387913,55.147347359440886,3.8716055615801195,0.0
2022-02-14,284.94710274323927,20.08703079082894,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.476553478668464,58.565751117888446,6.28319319582647,1.2321767397641037
2022-02-15,264.59763602408293,29.706416408130004,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.826125801033918,29.08164357488943,3.8219739787329785,1.4016482443491958
2022-02-16,313.3782768803195,22.315573354509777,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.345614888283492,51.3765000445036,3.970520126382329,2.6407622545452076
2022-02-17,280.31766578872544,24.605271525374985,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.437363851974915,42.97745378177364,5.5500364026802576,1.1608273916180094
2022-02-18,276.2700530309578,20.331373996523347,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,41.66710456880632,41.120585338407864,2.530782699774272,1.6263736225246448
2022-02-19,317.6057824291844,27.895575804786827,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.581370609271293,28.455919333272604,6.6206122287722105,2.708102535769565
2022-02-20,292.0490369608181,28.03804092316319,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,40.40873233190973,30.436390872069268,3.9242422090773275,1.721978599034772
2022-02-21,336.08529891274276,27.55199734400522,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,40.235512013730975,49.497935918637125,3.9840332231771125,0.7895403383973991
2022-02-22,243.07515012135386,30.3444729845335,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.9178929801627,37.26465337692161,11.038355880880683,4.512280954024213
2022-02-23,308.92152029619024,24.780732643131003,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.144269539220364,47.20719011757341,2.312103481066815,2.271113320910006
2022-02-24,280.1457372515286,23.860296182488987,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.91649614347162,25.418008058204006,3.3517722293607806,3.7901391642477904
2022-02-25,311.5738331959996,24.276935407278625,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,26.102841951687143,43.34367557415448,6.324457669260873,1.6016745077039483
2022-02-26,362.12758517499384,31.232915937699627,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,30.458733618362494,51.2357258370201,5.72034252726758,1.904106460517102
2022-02-27,316.5121624358424,29.801664270471754,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.79311696727532,51.40493006818265,2.2675003261692526,0.8878792114098597
2022-02-28,289.4982705713589,28.831873536228425,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,32.68280868939501,28.79031914835722,4.583655510662164,1.0357740106526236
2022-03-01,296.11378553458684,31.12790961409962,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.03525213138242,29.416665981340877,5.482097123530009,0.0
2022-03-02,292.74636789632575,23.91105543587734,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,25.375170985969078,37.72846785989577,5.773837653551462,1.9170842544051803
2022-03-03,271.36133815916173,26.63449564935697,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,38.05616681851036,39.630969367923406,2.2791691695891227,2.005163608515531
2022-03-04,327.87964652192045,31.984357942689492,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.993516978985046,46.370313677589074,5.699294028579874,1.5563227269277817
2022-03-05,357.6156494118282,31.297005578283706,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,30.54885400354914,48.67823171688994,4.461347956116848,3.648763605899093
2022-03-06,346.071865511242,28.32069954693462,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,38.58977475483839,22.56360014421844,2.5099405468666824,1.6705379047305766
2022-03-07,278.643589487959,32.586068709096594,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.331674808702495,52.55943908361716,3.073134033806597,1.3962472907025263
2022-03-08,294.4714372786879,24.014415091020325,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.819422200647054,10.0,3.209269881909917,4.462308004460217
2022-03-09,372.4843276858303,32.34616162464457,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,38.11519574329075,55.75917026763948,5.109896921806255,2.9560469300076866
2022-03-10,333.8757965369011,22.268738711086748,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.313142792808947,42.88119127195894,7.556998110116921,1.6386907494546412
2022-03-11,339.5376925557675,27.604405044323077,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.74695012261396,36.172572030763114,3.3650351191604377,1.82641480706962
2022-03-12,314.98487504829023,31.900692781698588,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.137587308703484,50.86700154304691,5.975681090402354,1.686585334927269
2022-03-13,337.71853917258136,19.70465771449026,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.56392925634647,44.106660274871864,6.74990041799325,1.4265337971294771
2022-03-14,323.06202904760045,29.72677550059896,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.75602424244608,53.54070571013448,2.7653870069905206,2.911040104742433
2022-03-15,341.78902075168133,25.288881261043798,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.16759815262859,41.661696220779376,3.853313099129524,3.4138815859911595
2022-03-16,342.1955654254415,32.693199712379894,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.44922558652797,28.764023782274023,5.162365793472226,1.2675109403161677
2022-03-17,286.93320316151176,23.401838168047476,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,22.256513820197316,13.55888709286748,2.179531023270733,3.331541141028614
2022-03-18,295.40219687301976,28.920894793444567,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.65328607813359,21.711744622164826,3.019028242296005,3.3786634149193153
2022-03-19,344.46509905423324,29.59606890847637,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,38.368841451021055,25.29456915147978,4.27647896726668,3.4252858223484415
2022-03-20,335.5166301265779,26.78979189670889,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,33.93359052483728,30.21404893412948,2.7165986376440703,2.0215179451606033
2022-03-21,290.0791168496536,30.64629917438535,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,29.68258270099389,34.47725291476024,1.7492341810626906,0.0
2022-03-22,268.75378001185464,23.72148951703107,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,38.525178146134905,27.944392542666463,2.4219612862039797,2.2256091070658073
2022-03-23,320.13124683615524,26.735159613590405,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.157832525544485,34.908580997950025,0.0,2.946733039088576
2022-03-24,260.3514817264825,27.974635451260415,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.927691218875175,36.56172852276219,4.893086506053606,0.4354630247433191
2022-03-25,307.0400968476937,24.660142966224615,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,30.67076082236383,43.51820116140529,4.575926706705412,1.1563390421428623
2022-03-26,291.80666326244005,32.28174496090009,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,34.404502594054364,29.96410828878166,7.448730019250942,1.0344082333303164
2022-03-27,375.3768370833437,24.297382078560346,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,32.96029354603191,41.444731435277184,8.09831169678277,1.2883113907029307
2022-03-28,347.97269905919484,22.165267871089203,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.01535039365568,29.140546097794576,5.1040249344852695,3.219057278540209
2022-03-29,310.14036276877147,26.182584628796434,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.66698208309624,32.691401495023655,5.842072852723031,3.39853504209476
2022-03-30,272.2135497145764,31.02679741778376,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,34.434221371674205,23.169758808455157,5.825648366334218,2.1815519969934045
2022-03-31,293.79033554602955,28.234869116389948,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,33.23936566643339,40.28315261756568,4.575738063371105,3.198555357023203
2022-04-01,287.88530328950867,19.444840905293734,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,38.942364925059216,37.76465025340196,1.8977576906316291,1.4442120188086753
2022-04-02,318.4676450846195,29.182980236249357,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,42.16869736728833,16.962606967946474,3.4121468804149995,3.0987926360836484
2022-04-03,355.1372378212007,23.36938494397679,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.09778409967503,37.14912785922753,2.3977839943531762,2.4371131871396785
2022-04-04,338.09384196395945,25.576753643742435,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.629802641352015,47.94489138752404,1.3849449017100164,1.8872546775393546
2022-04-05,314.4876522579361,27.563606869732247,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.287662018833768,38.593454496870116,4.634003642291059,0.7488390290682803
2022-04-06,273.0355602302005,33.44367061574351,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.120036391247794,36.538212589621,6.602440319241127,1.0843667272551643
2022-04-07,335.06287462419334,30.488340305574354,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.78206297263955,35.84110466184447,2.280286017428982,2.9725158731103645
2022-04-08,281.56130383743226,35.0,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,32.16397586995455,39.00240721550461,2.74895898264108,1.6425348906840154
2022-04-09,336.4351909930084,26.05545476397903,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,32.5943454013699,56.09553009581906,6.28830470686148,2.782256186569543
2022-04-10,289.42415747070527,29.8894289045977,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.75197447926618,18.631008343377474,1.1018506812301303,1.0928932522944064
2022-04-11,320.60623479554897,29.009606299792956,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.63693253008148,24.793448661039257,3.7390803530175583,1.5558676029279113
2022-04-12,291.3386436028638,35.0,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,40.71352195509726,30.45981282910594,2.9113496637090117,0.0
2022-04-13,327.3429292238598,16.702230898718923,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.7675790688308,32.35946984206198,6.3095392121708125,2.529598990432973
2022-04-14,311.7241757596645,29.214339042816867,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,29.093745063000725,34.10824964540078,2.1269373973912247,1.782380041108305
2022-04-15,324.00884653352455,29.187457068273584,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,22.535229634394042,57.58590007898537,1.2879467763276384,1.1518386985724
2022-04-16,271.13622454250276,23.891443629711894,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.948241897073444,47.412676238604,0.0,0.26574915172741065
2022-04-17,324.00407939631776,27.563119798366284,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.12709290681823,32.56668671964408,6.617075205324445,1.8761672531396125
2022-04-18,299.5334508142886,29.47537724227742,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,33.75864562856034,46.91777741257639,2.24252365468469,0.9825611408686765
2022-04-19,300.336396160559,35.0,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.11013266461947,35.07961072934771,4.779850122922704,2.712002692758845
2022-04-20,309.56977198784637,35.0,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,32.868923683880425,37.86365587119702,2.3705090209067152,1.080253311918202
2022-04-21,309.8382485984941,28.757598172328482,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.31320163755804,33.1142713070811,5.034404575807005,0.830316480659242
2022-04-22,299.3258087500562,30.79176310182753,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,22.349091069292975,14.759921750753488,4.408566287219249,1.3389144517553757
2022-04-23,290.81042863855686,26.860093246827653,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,32.124088026689115,38.34291126791108,3.4707781097594026,1.8872041615386506
2022-04-24,302.46597827062675,23.803177002073806,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,26.62075490997946,32.62736393444581,4.455930824710825,2.6913482768943764
2022-04-25,326.2254764940516,30.83327859634361,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.11144939098743,49.722651354543146,4.589451710907506,1.3530422154747876
2022-04-26,310.0457069879141,23.51881579231551,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,34.179043119586424,41.38380140864469,2.3963365743229144,2.2637042003507366
2022-04-27,312.852313321099,25.048163872452506,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,30.059688465542482,53.44911210966569,7.408830254534113,1.5307755902701432
2022-04-28,265.779682635093,28.737013292306727,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.42956924970097,41.063130365182914,5.0309712393231445,0.5429369845585144
2022-04-29,359.2256667257954,31.862833254107926,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.12877467371383,32.31711101631064,4.931761714727864,1.679381784057016
2022-04-30,240.3998405581874,15.343234158350382,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.33856749793986,40.629348220408716,4.47788212298578,1.276425998708814
2022-05-01,360.3311253051585,35.0,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.066772208064265,44.93992927951222,5.458424579663712,1.705493756467137
2022-05-02,269.55238456990605,26.93314695696607,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.87677918803272,17.960940971703984,2.380246657624755,2.792473218512047
2022-05-03,301.8963888779465,28.503678402034065,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.146475538580276,35.41204311244883,2.4299035595805387,0.2792633193827152
2022-05-04,322.90598228242385,23.596061639404674,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,32.53852693613824,45.76689460931518,4.353981382589136,2.842566309786137
2022-05-05,304.87128667942955,32.51946025208084,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,38.399449115933216,44.14810057167703,2.0823174993294296,1.2037623479183437
2022-05-06,320.22987252516623,26.390516707831136,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.38800645341669,50.38488735926402,5.038819917110908,1.4770661595872632
2022-05-07,283.0488112164704,29.4547852821307,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.871026287051635,27.819435394225426,3.4979814791879718,3.007006326829277
2022-05-08,297.53622328970505,29.9424921530688,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.928482744735888,55.13675367603487,5.654387942781815,2.286607476980145
2022-05-09,307.27636614163407,30.42007150737828,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,37.10134889320908,33.33180377353277,5.457697359721571,1.954892175177427
2022-05-10,305.55581373822616,30.95256131726915,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,36.79070767215549,56.0409200811433,2.4583141946259857,1.357622202351389
2022-05-11,316.3135429378285,22.272465429824948,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,33.64419041253186,48.0854676196788,4.749777082969306,4.615067782331337
2022-05-12,297.4629254214547,25.455095954579313,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.47758998330485,56.06322688990261,3.2790895500614696,1.2979859358358314
2022-05-13,284.8519961284542,28.863116904672015,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.29834333580967,59.35374066195459,4.378281843925145,4.2089262587741185
2022-05-14,300.57564578718853,25.549102455244523,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,38.35688338282991,53.408958075450705,3.8805693623558044,3.200207308452357
2022-05-15,275.5952974277672,24.746777024712916,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,30.68853090750253,38.49320840739639,7.255951854039267,2.5666487585781477
2022-05-16,342.65870956882134,26.65457615598189,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.457758229159772,56.01267361593466,8.448961837930923,3.6795639852718174
2022-05-17,234.01679343922893,26.35055482078622,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.313022479792753,37.872652455850606,0.9741406837110311,2.7100829431532154
2022-05-18,292.91325605713547,20.778621595176176,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.56166607055579,18.838285965666216,4.583998471277784,0.9267979214982502
2022-05-19,264.12009878095915,23.32960575196085,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,34.50709820690808,34.93434714375399,7.381579428900967,1.604379035819858
2022-05-20,295.1480145975894,24.635936173188714,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,39.034364444694134,43.5868801716702,4.959212657566945,2.736646965007765
2022-05-21,274.2773793309067,26.165988114486492,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.61953737359706,55.91465591042015,4.578256374318175,1.1768740902326529
2022-05-22,302.66371995843184,22.329984990390262,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,22.98543695214827,56.11814414383068,4.892841739165878,3.0244943386088834
2022-05-23,311.38967514982306,20.610819847305713,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.367972197424372,62.758063679041065,0.28785695732015837,2.6209026258702597
2022-05-24,287.38905739452815,22.98891782191605,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,20.893459717626243,38.644644294116375,4.028383998303071,1.0383631944643392
2022-05-25,242.0822966764195,27.908327199468317,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,30.085501136021072,45.87947895888806,5.2934085563438495,1.6097100923842482
2022-05-26,307.2838403794694,25.311372047001417,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.90479680467556,46.16502689876807,2.180205241734595,5.175452289611343
2022-05-27,291.3722280623561,23.708406488595116,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,19.854812103482782,36.62792990494384,3.3813173495026962,1.6014851558716785
2022-05-28,290.6643278821034,27.533417126864578,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,25.722290131476587,48.86548684466667,2.8140136571094514,2.6071223221324686
2022-05-29,332.34282112457953,25.868951670226426,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,25.053389824494822,56.98806006385695,4.973357447668337,0.8095996018359144
2022-05-30,287.4960044530856,20.798449286073982,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.038441121132976,44.89853964831969,3.3055384534743455,3.2590831772095363
2022-05-31,304.48937468067135,22.802007018174475,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.48589651165721,38.63157741008234,3.4905657527027794,2.086332154433059
2022-06-01,227.95633299813832,26.009073328691642,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.3390347381123,64.45613974723987,5.285752594721761,0.5712214516622207
2022-06-02,317.0298023697205,29.48713940346571,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.54503217662331,50.42751074360733,6.133617376915108,0.4593992491651042
2022-06-03,256.6122823702939,28.706030567528273,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,41.09240149648363,33.53054752953726,5.141512977132483,1.4369607168215477
